,Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Sex of Casualty,Age of Casuality,Speed,Type of Vehicle,Casualty Severity
596,110163695.0,425344.0,443241.0,2.0,2011-04-08,16.0,0,1,4,1,0,1,18,55.0,12,2
597,110163825.0,428528.0,431534.0,2.0,2011-04-08,17.0,0,1,4,1,0,0,62,85.0,2,2
598,110163825.0,428528.0,431534.0,2.0,2011-04-08,17.0,0,1,4,1,0,0,43,45.0,2,2
599,110163970.0,425911.0,432231.0,2.0,2011-04-08,22.0,0,1,2,1,0,1,56,55.0,2,2
600,110164707.0,435946.0,436803.0,4.0,2011-04-08,19.0,4,1,4,1,0,1,22,45.0,2,2
601,110164707.0,435946.0,436803.0,4.0,2011-04-08,19.0,4,1,4,1,0,0,34,20.0,2,2
602,110164707.0,435946.0,436803.0,4.0,2011-04-08,19.0,4,1,4,1,1,0,2,65.0,2,2
603,110165050.0,433932.0,434041.0,1.0,2011-04-08,23.0,0,1,2,1,0,1,19,70.0,2,2
604,110167917.0,430130.0,437785.0,2.0,2011-04-08,12.0,0,1,4,1,0,0,41,95.0,2,2
605,110167917.0,430130.0,437785.0,2.0,2011-04-08,12.0,0,1,4,1,1,0,16,95.0,2,2
606,110167917.0,430130.0,437785.0,2.0,2011-04-08,12.0,0,1,4,1,1,1,3,65.0,2,2
607,110167917.0,430130.0,437785.0,2.0,2011-04-08,12.0,0,1,4,1,1,1,3,25.0,2,2
608,110167917.0,430130.0,437785.0,2.0,2011-04-08,12.0,0,1,4,1,1,0,7,20.0,2,2
609,110167917.0,430130.0,437785.0,2.0,2011-04-08,12.0,0,1,4,1,1,1,5,45.0,2,2
610,110167917.0,430130.0,437785.0,2.0,2011-04-08,12.0,0,1,4,1,1,0,20,85.0,2,2
611,110203861.0,431300.0,436316.0,2.0,2011-04-08,5.0,2,1,4,1,0,1,39,85.0,2,2
612,110165636.0,430498.0,437097.0,5.0,2011-04-09,23.0,4,1,1,1,2,1,22,55.0,2,2
613,110165636.0,430498.0,437097.0,5.0,2011-04-09,23.0,4,1,1,1,0,1,56,15.0,2,2
614,110165636.0,430498.0,437097.0,5.0,2011-04-09,23.0,4,1,1,1,0,1,36,45.0,2,2
615,110165712.0,443644.0,437108.0,2.0,2011-04-09,10.0,1,1,4,1,0,0,22,85.0,2,2
616,110167322.0,428356.0,431281.0,2.0,2011-04-09,8.0,0,1,4,1,0,1,38,99.0,2,2
617,110165821.0,421799.0,444120.0,3.0,2011-04-10,8.0,4,1,4,1,0,1,50,60.0,9,2
618,110165821.0,421799.0,444120.0,3.0,2011-04-10,8.0,4,1,4,1,0,1,54,15.0,9,2
619,110166442.0,432434.0,435148.0,2.0,2011-04-10,16.0,4,1,4,1,0,1,7,25.0,12,2
620,110166609.0,430370.0,434053.0,2.0,2011-04-10,19.0,1,1,2,1,0,1,24,20.0,9,2
621,110166620.0,429372.0,433779.0,2.0,2011-04-10,17.0,0,1,4,1,0,0,25,35.0,2,2
622,110166620.0,429372.0,433779.0,2.0,2011-04-10,17.0,0,1,4,1,1,0,26,99.0,2,2
623,110166627.0,426551.0,427392.0,2.0,2011-04-10,18.0,4,1,4,1,0,1,47,80.0,2,2
624,110166627.0,426551.0,427392.0,2.0,2011-04-10,18.0,4,1,4,1,1,1,20,10.0,2,2
625,110166627.0,426551.0,427392.0,2.0,2011-04-10,18.0,4,1,4,1,1,0,19,25.0,2,2
626,110166627.0,426551.0,427392.0,2.0,2011-04-10,18.0,4,1,4,1,1,0,19,20.0,2,2
627,110166677.0,425157.0,432379.0,2.0,2011-04-10,19.0,4,1,4,1,1,0,19,15.0,2,2
628,110166750.0,422259.0,433375.0,2.0,2011-04-10,19.0,2,1,4,1,1,1,84,95.0,2,2
629,110170133.0,430317.0,433807.0,1.0,2011-04-10,4.0,4,1,2,1,2,1,22,99.0,14,2
630,110167505.0,432496.0,436596.0,3.0,2011-04-11,10.0,4,1,4,1,0,1,32,80.0,2,2
631,110167505.0,432496.0,436596.0,3.0,2011-04-11,10.0,4,1,4,1,0,1,38,70.0,2,2
632,110168048.0,426874.0,433602.0,2.0,2011-04-11,13.0,4,3,4,1,0,1,40,85.0,2,2
633,110168048.0,426874.0,433602.0,2.0,2011-04-11,13.0,4,3,4,1,1,0,38,65.0,2,2
634,110168708.0,435001.0,438398.0,2.0,2011-04-11,21.0,0,1,2,1,0,0,44,99.0,2,2
635,110168779.0,429033.0,431918.0,2.0,2011-04-11,21.0,4,1,1,0,0,1,31,80.0,12,2
636,110168797.0,436242.0,434290.0,1.0,2011-04-11,23.0,0,1,2,1,1,1,20,5.0,2,2
637,110168982.0,432623.0,429549.0,1.0,2011-04-12,7.0,0,1,3,1,0,1,21,25.0,8,1
638,110169263.0,426282.0,435580.0,2.0,2011-04-12,10.0,0,1,4,1,0,1,42,95.0,1,2
639,110169263.0,426282.0,435580.0,2.0,2011-04-12,10.0,0,1,4,1,0,1,26,70.0,2,2
640,110169371.0,419112.0,441918.0,1.0,2011-04-12,10.0,0,1,4,1,2,0,83,35.0,11,1
641,110170224.0,427527.0,436943.0,2.0,2011-04-12,17.0,0,1,4,1,0,1,28,45.0,12,2
642,110170296.0,429727.0,430545.0,3.0,2011-04-12,17.0,0,1,4,1,0,1,22,80.0,2,2
643,110170296.0,429727.0,430545.0,3.0,2011-04-12,17.0,0,1,4,1,1,0,16,55.0,2,2
644,110170296.0,429727.0,430545.0,3.0,2011-04-12,17.0,0,1,4,1,1,0,21,95.0,2,2
645,110170296.0,429727.0,430545.0,3.0,2011-04-12,17.0,0,1,4,1,1,0,2,35.0,2,2
646,110170346.0,435546.0,438368.0,2.0,2011-04-12,18.0,4,1,4,1,0,0,18,60.0,2,2
647,110170346.0,435546.0,438368.0,2.0,2011-04-12,18.0,4,1,4,1,1,1,18,20.0,2,2
648,110170535.0,428071.0,434990.0,2.0,2011-04-12,22.0,4,1,2,1,0,1,39,10.0,2,2
649,110170713.0,427967.0,433615.0,3.0,2011-04-12,9.0,0,1,4,1,0,1,38,55.0,14,2
650,110171223.0,435313.0,425909.0,2.0,2011-04-12,17.0,3,1,4,1,0,0,24,85.0,2,2
651,110170823.0,434410.0,425866.0,4.0,2011-04-13,8.0,3,1,4,1,0,1,32,95.0,2,2
652,110172225.0,440994.0,445721.0,2.0,2011-04-13,19.0,1,1,4,1,1,1,17,85.0,7,2
653,110172409.0,430231.0,435116.0,2.0,2011-04-13,16.0,4,1,4,1,0,1,45,15.0,2,2
654,110172855.0,441430.0,444966.0,3.0,2011-04-14,7.0,1,1,4,1,0,0,27,70.0,2,2
655,110173072.0,432933.0,430222.0,3.0,2011-04-14,11.0,2,1,4,1,0,0,53,99.0,2,2
656,110173072.0,432933.0,430222.0,3.0,2011-04-14,11.0,2,1,4,1,1,0,36,45.0,2,2
657,110173072.0,432933.0,430222.0,3.0,2011-04-14,11.0,2,1,4,1,1,1,18,15.0,2,2
658,110173072.0,432933.0,430222.0,3.0,2011-04-14,11.0,2,1,4,1,0,1,39,55.0,2,2
659,110173380.0,424954.0,427586.0,2.0,2011-04-14,13.0,0,1,4,1,0,0,45,35.0,2,2
660,110173940.0,426624.0,433100.0,2.0,2011-04-14,16.0,4,1,4,1,0,1,33,85.0,2,2
661,110173961.0,444341.0,431607.0,2.0,2011-04-14,16.0,0,1,4,1,0,0,40,65.0,2,1
662,110173961.0,444341.0,431607.0,2.0,2011-04-14,16.0,0,1,4,1,1,0,10,99.0,2,1
663,110173961.0,444341.0,431607.0,2.0,2011-04-14,16.0,0,1,4,1,1,1,55,35.0,2,1
664,110174084.0,431010.0,434885.0,1.0,2011-04-14,19.0,4,1,4,1,0,1,46,95.0,2,2
665,110174205.0,429112.0,433845.0,1.0,2011-04-14,23.0,4,1,2,1,2,1,19,5.0,14,2
666,110174341.0,443429.0,432753.0,1.0,2011-04-14,20.0,4,1,2,1,0,1,78,25.0,2,2
667,110174341.0,443429.0,432753.0,1.0,2011-04-14,20.0,4,1,2,1,1,0,75,45.0,2,2
668,110174364.0,427938.0,436127.0,1.0,2011-04-15,0.0,0,1,2,1,2,1,20,45.0,2,1
669,110174839.0,422634.0,443355.0,1.0,2011-04-15,9.0,4,1,4,1,0,1,25,95.0,2,2
670,110175012.0,425699.0,433090.0,2.0,2011-04-15,12.0,2,1,4,1,1,1,38,99.0,2,2
671,110175523.0,428012.0,431098.0,1.0,2011-04-15,16.0,0,1,4,1,0,1,32,80.0,10,1
672,110175761.0,424482.0,435629.0,2.0,2011-04-15,16.0,4,1,4,1,0,0,35,45.0,2,2
673,110176160.0,427845.0,431279.0,1.0,2011-04-16,1.0,3,1,2,1,1,0,26,70.0,2,2
674,110176160.0,427845.0,431279.0,1.0,2011-04-16,1.0,3,1,2,1,1,0,21,15.0,2,2
675,110176342.0,428972.0,433688.0,2.0,2011-04-16,8.0,0,1,4,1,0,1,25,95.0,2,2
676,110176342.0,428972.0,433688.0,2.0,2011-04-16,8.0,0,1,4,1,0,0,41,15.0,2,2
677,110176709.0,435957.0,428286.0,2.0,2011-04-16,14.0,0,1,4,1,0,1,34,70.0,2,2
678,110176709.0,435957.0,428286.0,2.0,2011-04-16,14.0,0,1,4,1,1,0,56,5.0,2,2
679,110176709.0,435957.0,428286.0,2.0,2011-04-16,14.0,0,1,4,1,1,0,32,5.0,2,2
680,110176770.0,431935.0,445792.0,2.0,2011-04-16,10.0,0,1,4,1,0,1,28,55.0,2,2
681,110176770.0,431935.0,445792.0,2.0,2011-04-16,10.0,0,1,4,1,0,1,30,55.0,10,0
682,110176784.0,428326.0,431263.0,2.0,2011-04-16,10.0,0,1,4,1,0,0,25,99.0,2,2
683,110176784.0,428326.0,431263.0,2.0,2011-04-16,10.0,0,1,4,1,1,0,51,10.0,2,2
684,110177764.0,430162.0,433923.0,2.0,2011-04-16,15.0,4,1,4,1,1,0,35,80.0,1,2
685,110177937.0,429158.0,431786.0,2.0,2011-04-16,15.0,3,1,4,1,0,0,29,85.0,2,2
686,110177937.0,429158.0,431786.0,2.0,2011-04-16,15.0,3,1,4,1,1,0,66,80.0,2,2
687,110177937.0,429158.0,431786.0,2.0,2011-04-16,15.0,3,1,4,1,1,1,43,60.0,2,2
688,110177917.0,442618.0,427289.0,2.0,2011-04-17,11.0,0,1,4,1,1,1,22,60.0,2,2
689,110177961.0,423845.0,434258.0,2.0,2011-04-17,10.0,4,1,4,1,0,0,44,95.0,2,2
690,110178409.0,440347.0,433745.0,1.0,2011-04-17,2.0,4,1,1,1,0,0,26,95.0,2,1
691,110178409.0,440347.0,433745.0,1.0,2011-04-17,2.0,4,1,1,1,1,0,25,65.0,2,1
692,110179478.0,422884.0,438849.0,1.0,2011-04-17,16.0,4,1,4,1,0,1,11,55.0,12,1
693,110180132.0,430437.0,431154.0,2.0,2011-04-17,17.0,4,1,4,1,0,1,64,20.0,2,2
694,110180132.0,430437.0,431154.0,2.0,2011-04-17,17.0,4,1,4,1,0,1,24,35.0,2,2
695,110180338.0,431884.0,438784.0,2.0,2011-04-17,17.0,4,1,4,1,0,1,16,60.0,12,2
696,110179346.0,434145.0,433897.0,1.0,2011-04-18,11.0,4,1,4,1,2,0,23,95.0,2,2
697,110179482.0,431792.0,435567.0,1.0,2011-04-18,11.0,0,1,4,1,2,1,79,60.0,2,1
698,110179558.0,421102.0,436696.0,1.0,2011-04-18,12.0,4,1,4,1,2,1,47,25.0,2,2
699,110181755.0,426721.0,431757.0,2.0,2011-04-18,11.0,0,1,4,1,0,0,25,45.0,12,2
700,110180953.0,438938.0,439110.0,1.0,2011-04-19,8.0,0,1,4,1,0,1,33,25.0,2,2
701,110181956.0,429216.0,426698.0,2.0,2011-04-19,18.0,0,1,4,1,0,1,44,70.0,9,1
702,110181969.0,435464.0,433397.0,2.0,2011-04-19,14.0,4,1,4,1,0,1,13,99.0,12,1
703,110182238.0,431099.0,435804.0,3.0,2011-04-19,21.0,4,1,2,1,0,1,24,10.0,2,2
704,110182238.0,431099.0,435804.0,3.0,2011-04-19,21.0,4,1,2,1,0,1,47,15.0,14,2
705,110182238.0,431099.0,435804.0,3.0,2011-04-19,21.0,4,1,2,1,1,0,18,15.0,14,2
706,110182843.0,429668.0,433953.0,2.0,2011-04-20,8.0,4,1,4,1,0,1,37,60.0,12,2
707,110183317.0,424275.0,445377.0,2.0,2011-04-20,10.0,0,1,4,1,0,1,70,85.0,2,0
708,110183919.0,433155.0,435244.0,2.0,2011-04-20,18.0,4,1,4,1,0,0,38,5.0,2,2
709,110183919.0,433155.0,435244.0,2.0,2011-04-20,18.0,4,1,4,1,0,0,37,95.0,2,2
710,110183940.0,431877.0,440199.0,3.0,2011-04-20,19.0,4,1,4,1,0,1,74,65.0,2,2
711,110184237.0,442479.0,442987.0,1.0,2011-04-20,16.0,4,1,4,1,1,0,57,85.0,1,1
712,110185794.0,422938.0,437562.0,3.0,2011-04-21,15.0,0,1,4,1,0,0,36,45.0,2,2
713,110185794.0,422938.0,437562.0,3.0,2011-04-21,15.0,0,1,4,1,1,1,9,99.0,7,2
714,110185794.0,422938.0,437562.0,3.0,2011-04-21,15.0,0,1,4,1,1,1,10,25.0,7,2
715,110185890.0,425941.0,438103.0,2.0,2011-04-21,15.0,0,1,4,1,0,1,54,70.0,2,1
716,110185900.0,424848.0,438291.0,2.0,2011-04-21,18.0,4,1,4,1,0,1,7,55.0,12,2
717,110186001.0,438491.0,430400.0,2.0,2011-04-21,12.0,0,1,4,1,0,1,27,70.0,2,2
718,110186001.0,438491.0,430400.0,2.0,2011-04-21,12.0,0,1,4,1,1,1,31,80.0,2,2
719,110186028.0,427464.0,433763.0,2.0,2011-04-21,17.0,4,1,4,1,0,1,31,5.0,12,2
720,110186118.0,423896.0,428198.0,2.0,2011-04-21,20.0,0,1,4,1,0,1,40,25.0,2,2
721,110186701.0,418328.0,441441.0,2.0,2011-04-22,9.0,0,1,4,1,0,1,53,5.0,2,2
722,110186829.0,443591.0,437898.0,5.0,2011-04-22,10.0,1,1,4,1,0,0,24,85.0,2,2
723,110186829.0,443591.0,437898.0,5.0,2011-04-22,10.0,1,1,4,1,0,0,40,15.0,2,2
724,110186829.0,443591.0,437898.0,5.0,2011-04-22,10.0,1,1,4,1,0,0,48,85.0,2,2
725,110186829.0,443591.0,437898.0,5.0,2011-04-22,10.0,1,1,4,1,1,0,36,80.0,2,2
726,110186829.0,443591.0,437898.0,5.0,2011-04-22,10.0,1,1,4,1,1,1,46,99.0,2,2
727,110186997.0,431983.0,435539.0,2.0,2011-04-22,17.0,4,1,4,1,0,1,32,80.0,2,2
728,110186997.0,431983.0,435539.0,2.0,2011-04-22,17.0,4,1,4,1,1,1,17,99.0,14,2
729,110186997.0,431983.0,435539.0,2.0,2011-04-22,17.0,4,1,4,1,1,0,18,70.0,14,2
730,110188739.0,422829.0,442982.0,4.0,2011-04-23,11.0,0,1,4,1,0,1,48,99.0,2,2
731,110188739.0,422829.0,442982.0,4.0,2011-04-23,11.0,0,1,4,1,0,0,36,20.0,2,2
732,110188739.0,422829.0,442982.0,4.0,2011-04-23,11.0,0,1,4,1,0,1,23,85.0,2,2
733,110188739.0,422829.0,442982.0,4.0,2011-04-23,11.0,0,1,4,1,1,1,41,5.0,2,2
734,110188739.0,422829.0,442982.0,4.0,2011-04-23,11.0,0,1,4,1,1,0,23,55.0,2,2
735,110188739.0,422829.0,442982.0,4.0,2011-04-23,11.0,0,1,4,1,1,0,20,10.0,2,2
736,110188756.0,435817.0,434190.0,2.0,2011-04-23,12.0,4,1,4,1,0,1,49,15.0,2,2
737,110188756.0,435817.0,434190.0,2.0,2011-04-23,12.0,4,1,4,1,1,1,25,95.0,2,2
738,110188756.0,435817.0,434190.0,2.0,2011-04-23,12.0,4,1,4,1,1,1,25,80.0,2,2
739,110188918.0,435173.0,437629.0,2.0,2011-04-23,12.0,0,1,4,1,0,1,13,15.0,12,2
740,110188640.0,440837.0,434524.0,1.0,2011-04-24,1.0,3,3,0,1,0,1,19,60.0,2,2
741,110189168.0,424485.0,439055.0,1.0,2011-04-24,10.0,4,1,4,1,2,0,77,55.0,1,2
742,110190162.0,431271.0,433822.0,2.0,2011-04-24,23.0,4,1,2,1,0,1,39,45.0,1,2
743,110189920.0,436006.0,428260.0,1.0,2011-04-25,1.0,0,1,1,1,0,0,24,20.0,2,2
744,110190457.0,425017.0,434606.0,2.0,2011-04-25,14.0,4,1,4,1,0,1,63,5.0,9,2
745,110191097.0,427858.0,430520.0,2.0,2011-04-25,12.0,0,1,4,1,1,0,29,70.0,2,2
746,110191771.0,428554.0,427738.0,2.0,2011-04-26,13.0,0,1,4,1,0,0,28,45.0,2,2
747,110192142.0,442212.0,443024.0,2.0,2011-04-26,15.0,1,1,4,1,0,0,70,65.0,2,2
748,110192142.0,442212.0,443024.0,2.0,2011-04-26,15.0,1,1,4,1,1,1,76,55.0,2,2
749,110192405.0,428033.0,425739.0,1.0,2011-04-26,20.0,4,1,4,1,2,1,21,10.0,2,2
750,110193280.0,441485.0,433388.0,1.0,2011-04-26,19.0,4,1,4,1,2,0,15,70.0,2,2
751,110193411.0,431427.0,434069.0,3.0,2011-04-26,15.0,4,1,4,1,0,1,32,60.0,14,2
752,110193411.0,431427.0,434069.0,3.0,2011-04-26,15.0,4,1,4,1,1,0,31,5.0,14,2
753,110193411.0,431427.0,434069.0,3.0,2011-04-26,15.0,4,1,4,1,1,0,8,85.0,14,2
754,110227989.0,436552.0,436151.0,1.0,2011-04-26,23.0,4,1,2,1,1,0,91,55.0,14,2
755,110193620.0,431644.0,437425.0,3.0,2011-04-27,13.0,4,1,4,1,0,1,62,25.0,2,2
756,110193876.0,432213.0,438220.0,2.0,2011-04-27,14.0,4,1,4,1,0,1,73,70.0,2,2
757,110193876.0,432213.0,438220.0,2.0,2011-04-27,14.0,4,1,4,1,0,1,46,35.0,14,2
758,110193904.0,436180.0,434460.0,2.0,2011-04-27,16.0,0,1,4,1,0,1,48,25.0,12,2
759,110194015.0,434835.0,437053.0,1.0,2011-04-27,18.0,4,1,4,1,2,1,12,20.0,1,2
760,110194474.0,430302.0,435025.0,2.0,2011-04-27,23.0,4,1,2,1,1,1,17,95.0,14,2
761,110194474.0,430302.0,435025.0,2.0,2011-04-27,23.0,4,1,2,1,1,1,17,70.0,14,2
762,110194836.0,432961.0,439244.0,2.0,2011-04-27,17.0,4,1,4,1,0,0,29,60.0,2,2
763,110194994.0,434071.0,432982.0,2.0,2011-04-27,18.0,4,1,4,1,0,1,11,25.0,12,2
764,110195200.0,426861.0,437684.0,2.0,2011-04-27,15.0,0,1,4,1,0,1,42,55.0,10,2
765,110195744.0,437199.0,444242.0,2.0,2011-04-27,18.0,0,1,4,1,0,1,35,60.0,2,2
766,110195744.0,437199.0,444242.0,2.0,2011-04-27,18.0,0,1,4,1,1,1,27,65.0,2,2
767,110196691.0,432387.0,434929.0,2.0,2011-04-27,13.0,4,1,4,1,0,0,69,85.0,2,2
768,110195672.0,432501.0,433769.0,2.0,2011-04-28,15.0,0,1,4,1,0,1,28,85.0,2,2
769,110195929.0,429794.0,434067.0,2.0,2011-04-28,18.0,4,1,4,1,1,0,65,60.0,2,2
770,110196774.0,427430.0,432847.0,2.0,2011-04-29,16.0,4,1,4,1,0,1,63,20.0,2,2
771,110196899.0,429935.0,431118.0,1.0,2011-04-29,19.0,4,1,4,1,2,0,6,65.0,2,2
772,110197761.0,428420.0,426437.0,2.0,2011-04-29,18.0,3,1,4,1,0,0,51,60.0,2,2
773,110197551.0,421851.0,441237.0,2.0,2011-04-30,11.0,0,1,4,1,0,1,54,45.0,2,1
774,110197959.0,424295.0,428986.0,1.0,2011-04-30,10.0,4,1,4,1,1,0,82,70.0,1,1
775,110197987.0,423601.0,437875.0,1.0,2011-04-30,15.0,4,1,4,1,1,1,67,45.0,1,2
776,110198293.0,431903.0,435734.0,1.0,2011-04-30,22.0,0,1,1,1,2,0,10,45.0,2,2
777,110199206.0,428394.0,434387.0,2.0,2011-05-01,16.0,4,1,4,1,0,1,35,85.0,2,2
778,110199254.0,435021.0,436107.0,1.0,2011-05-01,13.0,4,1,4,1,2,1,13,20.0,2,2
779,110203871.0,432210.0,438089.0,2.0,2011-05-01,13.0,4,1,4,1,0,0,50,5.0,2,2
780,110203871.0,432210.0,438089.0,2.0,2011-05-01,13.0,4,1,4,1,1,0,89,5.0,2,2
781,110200145.0,441108.0,430776.0,1.0,2011-05-02,2.0,4,1,2,1,1,0,19,95.0,14,2
782,110200376.0,423809.0,439245.0,2.0,2011-05-02,12.0,4,1,4,1,0,1,28,65.0,12,2
783,110200396.0,427495.0,435855.0,1.0,2011-05-02,4.0,2,1,2,1,2,1,31,99.0,2,1
784,110201817.0,428498.0,428336.0,1.0,2011-05-03,15.0,0,1,4,1,1,0,55,85.0,1,2
785,110201913.0,429239.0,435456.0,1.0,2011-05-03,14.0,4,1,4,1,2,1,13,99.0,2,2
786,110201968.0,430305.0,427707.0,2.0,2011-05-03,18.0,4,1,4,1,0,1,7,45.0,12,2
787,110202288.0,427077.0,437365.0,3.0,2011-05-03,21.0,4,1,2,1,0,1,20,95.0,2,2
788,110202288.0,427077.0,437365.0,3.0,2011-05-03,21.0,4,1,2,1,1,1,25,10.0,2,2
789,110202288.0,427077.0,437365.0,3.0,2011-05-03,21.0,4,1,2,1,1,1,18,10.0,2,2
790,110202288.0,427077.0,437365.0,3.0,2011-05-03,21.0,4,1,2,1,1,1,22,65.0,2,2
791,110202750.0,432694.0,426009.0,2.0,2011-05-04,7.0,3,1,4,1,0,0,44,95.0,2,2
792,110203115.0,424242.0,428222.0,2.0,2011-05-04,0.0,0,1,1,1,1,0,0,15.0,2,2
793,110203137.0,427202.0,426164.0,4.0,2011-05-04,9.0,3,1,4,1,0,0,55,85.0,2,2
794,110203137.0,427202.0,426164.0,4.0,2011-05-04,9.0,3,1,4,1,1,1,31,85.0,3,2
795,110203137.0,427202.0,426164.0,4.0,2011-05-04,9.0,3,1,4,1,1,0,65,70.0,2,2
796,110203137.0,427202.0,426164.0,4.0,2011-05-04,9.0,3,1,4,1,1,0,65,65.0,2,2
797,110203642.0,431419.0,434082.0,2.0,2011-05-04,16.0,4,1,4,1,0,0,26,60.0,2,2
798,110203642.0,431419.0,434082.0,2.0,2011-05-04,16.0,4,1,4,1,0,1,17,25.0,2,2
799,110203731.0,422407.0,428984.0,2.0,2011-05-04,17.0,0,1,4,1,0,1,47,80.0,9,2
800,110203778.0,431321.0,435042.0,2.0,2011-05-04,17.0,0,1,4,1,0,1,34,15.0,12,2
801,110203821.0,422375.0,442293.0,2.0,2011-05-04,17.0,0,1,4,1,0,1,36,45.0,12,1
802,110203905.0,421531.0,433975.0,2.0,2011-05-04,20.0,2,1,4,1,0,1,26,85.0,2,2
803,110203905.0,421531.0,433975.0,2.0,2011-05-04,20.0,2,1,4,1,1,0,23,70.0,2,2
804,110204780.0,434708.0,425890.0,5.0,2011-05-04,17.0,3,1,4,1,0,0,26,35.0,2,2
805,110204918.0,434772.0,435545.0,2.0,2011-05-04,8.0,4,1,4,1,0,0,41,95.0,2,2
806,110204918.0,434772.0,435545.0,2.0,2011-05-04,8.0,4,1,4,1,1,0,14,15.0,2,2
807,110205936.0,429550.0,431241.0,1.0,2011-05-04,21.0,4,1,2,1,1,0,74,55.0,14,2
808,110219020.0,430565.0,431800.0,2.0,2011-05-04,16.0,3,1,4,1,0,0,22,80.0,2,2
809,110219020.0,430565.0,431800.0,2.0,2011-05-04,16.0,3,1,4,1,1,0,1,99.0,2,2
810,110204238.0,426111.0,437776.0,2.0,2011-05-05,3.0,4,1,2,1,0,1,20,45.0,2,2
811,110205418.0,424144.0,437529.0,2.0,2011-05-05,15.0,4,1,4,1,1,1,35,70.0,2,2
812,110205687.0,431076.0,431205.0,2.0,2011-05-05,18.0,4,1,4,1,0,1,35,5.0,12,2
813,110205759.0,420343.0,434229.0,2.0,2011-05-05,18.0,0,3,4,5,0,0,26,65.0,2,2
814,110206033.0,430250.0,433231.0,2.0,2011-05-06,0.0,4,1,2,1,0,1,49,65.0,14,2
815,110206079.0,429673.0,434587.0,1.0,2011-05-06,3.0,0,1,2,1,2,1,22,99.0,14,2
816,110206288.0,436159.0,434680.0,1.0,2011-05-06,7.0,0,1,4,1,2,0,19,5.0,2,2
817,110207214.0,429849.0,434329.0,2.0,2011-05-06,15.0,0,1,4,1,1,0,27,70.0,1,2
818,110207270.0,431969.0,435826.0,2.0,2011-05-06,15.0,0,1,4,1,0,1,31,99.0,2,2
819,110207362.0,434129.0,434213.0,4.0,2011-05-06,16.0,0,1,4,1,0,1,57,5.0,2,2
820,110207362.0,434129.0,434213.0,4.0,2011-05-06,16.0,0,1,4,1,0,1,28,95.0,2,2
821,110207362.0,434129.0,434213.0,4.0,2011-05-06,16.0,0,1,4,1,0,1,52,45.0,2,2
822,110207362.0,434129.0,434213.0,4.0,2011-05-06,16.0,0,1,4,1,0,0,45,99.0,2,2
823,110207362.0,434129.0,434213.0,4.0,2011-05-06,16.0,0,1,4,1,1,1,41,25.0,2,2
824,110207362.0,434129.0,434213.0,4.0,2011-05-06,16.0,0,1,4,1,1,0,29,80.0,2,2
825,110207362.0,434129.0,434213.0,4.0,2011-05-06,16.0,0,1,4,1,1,0,23,95.0,2,2
826,110207518.0,442999.0,431610.0,2.0,2011-05-06,18.0,0,1,4,1,0,1,45,25.0,12,2
827,110207606.0,443007.0,431624.0,2.0,2011-05-06,19.0,0,1,4,1,0,1,66,10.0,9,2
828,110207606.0,443007.0,431624.0,2.0,2011-05-06,19.0,0,1,4,1,1,0,42,80.0,2,1
829,110208037.0,423245.0,435776.0,2.0,2011-05-06,16.0,0,1,4,1,0,1,17,55.0,6,2
830,110208142.0,428097.0,434516.0,2.0,2011-05-07,8.0,4,1,4,1,0,1,47,55.0,12,2
831,110208900.0,434684.0,435012.0,2.0,2011-05-07,17.0,4,1,4,1,1,0,49,60.0,2,2
832,110208959.0,422234.0,439129.0,1.0,2011-05-07,18.0,4,1,4,1,0,1,30,55.0,3,2
833,110209933.0,422117.0,436326.0,1.0,2011-05-07,19.0,4,1,4,1,2,1,9,60.0,2,2
834,110209288.0,430802.0,424462.0,1.0,2011-05-08,2.0,3,3,2,5,0,1,39,80.0,14,2
835,110209288.0,430802.0,424462.0,1.0,2011-05-08,2.0,3,3,2,5,1,1,18,60.0,14,2
836,110209538.0,427487.0,431347.0,3.0,2011-05-08,9.0,0,1,4,1,0,0,45,65.0,2,2
837,110209538.0,427487.0,431347.0,3.0,2011-05-08,9.0,0,1,4,1,0,1,22,99.0,2,2
838,110209944.0,424128.0,444005.0,2.0,2011-05-08,14.0,0,1,4,1,0,0,36,95.0,2,2
839,110209944.0,424128.0,444005.0,2.0,2011-05-08,14.0,0,1,4,1,1,0,67,70.0,2,1
840,110210407.0,427413.0,435851.0,2.0,2011-05-08,22.0,4,1,2,1,0,1,25,10.0,2,2
841,110210407.0,427413.0,435851.0,2.0,2011-05-08,22.0,4,1,2,1,1,1,25,5.0,2,2
842,110211442.0,427028.0,433723.0,4.0,2011-05-08,15.0,0,1,4,1,0,1,19,65.0,2,2
843,110211442.0,427028.0,433723.0,4.0,2011-05-08,15.0,0,1,4,1,0,1,35,10.0,3,2
844,110212441.0,444836.0,432222.0,1.0,2011-05-09,23.0,1,3,0,5,0,1,33,10.0,2,2
845,110212441.0,444836.0,432222.0,1.0,2011-05-09,23.0,1,3,0,5,1,0,19,60.0,2,2
846,110212441.0,444836.0,432222.0,1.0,2011-05-09,23.0,1,3,0,5,1,1,4,5.0,2,2
847,110212441.0,444836.0,432222.0,1.0,2011-05-09,23.0,1,3,0,5,1,1,7,80.0,2,2
